encoder:,LSTM,taskModel:,taskC
student,step,attempt_file,next_file,actual_next,pred_prob,pred_label,ability_ST,ability_VA,ability_OP,ability_EX,ability_IO,ability_LI,ability_CO,ability_TU,ability_DI,ability_CD
46724,13,b_417_46724_7.py,b_417_46724_8.py,0,0.022122,0,0.038071,0.558080,0.291293,0.631977,0.305114,0.868620,0.546249,0.145549,0.104196,0.518218
46724,14,b_417_46724_8.py,b_417_46724_9.py,0,0.030031,0,0.039629,0.559952,0.279918,0.632923,0.312649,0.861048,0.537288,0.180910,0.100149,0.530742
46724,15,b_417_46724_9.py,b_417_46724_10.py,0,0.045195,0,0.042197,0.564539,0.267880,0.635176,0.318391,0.850064,0.528603,0.233776,0.095979,0.542264
46724,16,b_417_46724_10.py,b_417_46724_11.py,0,0.077618,0,0.046612,0.571846,0.254728,0.639117,0.322472,0.834152,0.519375,0.315456,0.091110,0.554478
46724,17,b_417_46724_11.py,b_417_46724_12.py,0,0.130173,0,0.053152,0.580581,0.243546,0.644377,0.326682,0.814797,0.510500,0.415455,0.086481,0.567959
46724,18,b_417_46724_12.py,c_417_46724_13.py,1,0.181208,0,0.061161,0.589135,0.237611,0.650294,0.332860,0.795207,0.503574,0.503856,0.083252,0.581636
46724,19,c_417_46724_13.py,b_449_46724_1.py,0,0.218516,0,0.069602,0.596909,0.237148,0.656471,0.341273,0.777066,0.499195,0.565573,0.081572,0.593933
46724,20,b_449_46724_1.py,b_449_46724_2.py,0,0.000001,0,0.077959,0.604048,0.240836,0.662859,0.351311,0.760588,0.497085,0.604115,0.081013,0.604139
46724,21,b_449_46724_2.py,b_449_46724_3.py,0,0.000001,0,0.086320,0.610850,0.247538,0.669516,0.362404,0.745600,0.496801,0.626960,0.081169,0.612343
46724,22,b_449_46724_3.py,b_449_46724_4.py,0,0.000001,0,0.095058,0.617550,0.256592,0.676489,0.374207,0.731888,0.497966,0.639718,0.081776,0.618922
46724,23,b_449_46724_4.py,b_449_46724_5.py,0,0.000002,0,0.104743,0.624359,0.267752,0.683862,0.386633,0.719266,0.500340,0.646005,0.082686,0.624290
46724,24,b_449_46724_5.py,b_449_46724_6.py,0,0.000003,0,0.116198,0.631509,0.281130,0.691816,0.399828,0.707498,0.503815,0.648152,0.083824,0.628819
46724,25,b_449_46724_6.py,b_449_46724_7.py,0,0.000004,0,0.130680,0.639266,0.297206,0.700620,0.414232,0.696237,0.508370,0.647665,0.085188,0.632815
46724,26,b_449_46724_7.py,b_449_46724_8.py,0,0.000008,0,0.150304,0.648036,0.317017,0.710745,0.430711,0.684987,0.514172,0.645486,0.086839,0.636530
46724,27,b_449_46724_8.py,b_449_46724_9.py,0,0.000018,0,0.178524,0.658390,0.342332,0.722858,0.450641,0.673103,0.521678,0.641934,0.088914,0.640099
46724,28,b_449_46724_9.py,b_449_46724_10.py,0,0.000055,0,0.220584,0.671083,0.375797,0.737812,0.475887,0.659932,0.531809,0.636603,0.091607,0.643430
46724,29,b_449_46724_10.py,b_449_46724_11.py,0,0.000246,0,0.282890,0.686887,0.420507,0.756346,0.508258,0.645067,0.545964,0.628140,0.095123,0.646051
46724,30,b_449_46724_11.py,b_449_46724_12.py,0,0.001660,0,0.368877,0.706124,0.478182,0.778323,0.547933,0.628716,0.565458,0.614192,0.099608,0.647130
46724,31,b_449_46724_12.py,b_449_46724_13.py,0,0.012648,0,0.471224,0.727960,0.545880,0.801889,0.591512,0.612281,0.590271,0.592007,0.105053,0.645884
46724,32,b_449_46724_13.py,b_449_46724_14.py,0,0.061863,0,0.569770,0.750182,0.614959,0.823992,0.632702,0.598229,0.618369,0.559681,0.111120,0.641768
46724,33,b_449_46724_14.py,b_449_46724_15.py,0,0.147320,0,0.644202,0.770082,0.675745,0.842188,0.666327,0.588805,0.646643,0.516859,0.117097,0.634150
46724,34,b_449_46724_15.py,b_449_46724_16.py,0,0.211603,0,0.685794,0.785720,0.722834,0.855564,0.690627,0.584997,0.672481,0.464762,0.122125,0.622263
46724,35,b_449_46724_16.py,b_449_46724_17.py,0,0.229730,0,0.695211,0.796407,0.755717,0.864259,0.706287,0.586702,0.694400,0.406350,0.125647,0.605638
46724,36,b_449_46724_17.py,b_449_46724_18.py,0,0.205055,0,0.676224,0.802568,0.776665,0.868857,0.714955,0.593127,0.712045,0.346529,0.127676,0.584274
46724,37,b_449_46724_18.py,b_449_46724_19.py,0,0.150031,0,0.634889,0.805491,0.788798,0.870023,0.718483,0.602873,0.725887,0.291979,0.128840,0.558565
46724,38,b_449_46724_19.py,b_449_46724_20.py,0,0.089295,0,0.583859,0.807340,0.795324,0.868272,0.718601,0.614116,0.737061,0.249408,0.130608,0.528799
46724,39,b_449_46724_20.py,b_449_46724_21.py,0,0.050169,0,0.547523,0.811513,0.799972,0.863732,0.716600,0.625595,0.747725,0.222987,0.136323,0.493962
46724,40,b_449_46724_21.py,b_449_46724_22.py,0,0.038080,0,0.562311,0.822584,0.807870,0.856640,0.714478,0.637139,0.761515,0.215992,0.152150,0.452663
46724,41,b_449_46724_22.py,c_449_46724_23.py,1,0.045345,0,0.656777,0.842998,0.823476,0.850790,0.721196,0.644621,0.781569,0.244165,0.181853,0.413901
46724,42,c_449_46724_23.py,b_472_46724_1.py,0,0.054282,0,0.798048,0.869942,0.847074,0.854741,0.749103,0.638116,0.808557,0.335064,0.221128,0.396795
46724,43,b_472_46724_1.py,b_472_46724_2.py,0,0.011016,0,0.934105,0.903494,0.883679,0.883630,0.788801,0.649886,0.852749,0.536883,0.258405,0.429094
46724,44,b_472_46724_2.py,b_472_46724_3.py,0,0.021008,0,0.981760,0.928941,0.916361,0.913565,0.830986,0.668741,0.891085,0.722959,0.305061,0.487881
46724,45,b_472_46724_3.py,b_472_46724_4.py,0,0.067257,0,0.988363,0.935181,0.930728,0.919287,0.872299,0.636999,0.899722,0.745649,0.400317,0.524740
46724,46,b_472_46724_4.py,b_472_46724_5.py,0,0.304649,0,0.988234,0.927481,0.935044,0.908851,0.901759,0.568231,0.887623,0.662494,0.548403,0.571277
46724,47,b_472_46724_5.py,b_472_46724_6.py,0,0.658029,1,0.982663,0.909028,0.932446,0.887069,0.917668,0.489211,0.862622,0.485362,0.690463,0.613864
46724,48,b_472_46724_6.py,b_472_46724_7.py,0,0.753250,1,0.966340,0.890182,0.928451,0.868922,0.923106,0.452358,0.845812,0.305060,0.762518,0.621266
46724,49,b_472_46724_7.py,b_472_46724_8.py,0,0.764914,1,0.936691,0.875593,0.924883,0.857548,0.923926,0.456215,0.839729,0.193462,0.789264,0.604696
46724,50,b_472_46724_8.py,b_472_46724_9.py,0,0.758338,1,0.902422,0.865330,0.921958,0.850244,0.923587,0.480791,0.838463,0.137837,0.796951,0.582197
46724,51,b_472_46724_9.py,b_472_46724_10.py,0,0.747749,1,0.875364,0.858835,0.919789,0.845512,0.923127,0.510581,0.839060,0.111180,0.797079,0.562217
46724,52,b_472_46724_10.py,b_472_46724_11.py,0,0.738647,1,0.859170,0.855189,0.918317,0.842529,0.922705,0.537305,0.840400,0.098359,0.794496,0.546874
46724,53,b_472_46724_11.py,b_472_46724_12.py,0,0.732585,1,0.851364,0.853429,0.917377,0.840717,0.922318,0.558164,0.841971,0.092339,0.791304,0.535831
46724,54,b_472_46724_12.py,b_472_46724_13.py,0,0.729088,1,0.848505,0.852785,0.916798,0.839655,0.921965,0.573226,0.843495,0.089800,0.788374,0.528155
46724,55,b_472_46724_13.py,c_472_46724_14.py,1,0.727276,1,0.848117,0.852737,0.916445,0.839059,0.921663,0.583572,0.844838,0.089065,0.786015,0.522939
